item_id,total_demand,demand_rank,percentile_rank,movement_type
FOODS_3_764,155362.0,47,0.01541489012791079,Fast-moving
HOUSEHOLD_1_521,154796.0,48,0.01574286651361102,Fast-moving
FOODS_3_412,152570.0,49,0.01607084289931125,Fast-moving
FOODS_2_128,151901.0,50,0.016398819285011478,Fast-moving
FOODS_1_085,151147.0,51,0.016726795670711708,Fast-moving
HOUSEHOLD_1_303,150681.0,52,0.017054772056411937,Fast-moving
HOUSEHOLD_1_110,150650.0,53,0.017382748442112166,Fast-moving
FOODS_3_329,150241.0,54,0.0177107248278124,Fast-moving
FOODS_3_150,149830.0,55,0.01803870121351263,Fast-moving
FOODS_3_362,147856.0,56,0.018366677599212858,Fast-moving
FOODS_3_739,146308.0,57,0.018694653984913087,Fast-moving
FOODS_3_406,143394.0,58,0.019022630370613317,Fast-moving
FOODS_3_228,142505.0,59,0.019350606756313546,Fast-moving
FOODS_2_181,140979.0,60,0.019678583142013775,Fast-moving
FOODS_3_109,140475.0,61,0.020006559527714005,Fast-moving
FOODS_3_580,140032.0,62,0.020334535913414234,Fast-moving
FOODS_3_668,138717.0,63,0.020662512299114463,Fast-moving
FOODS_2_326,138515.0,64,0.020990488684814693,Fast-moving
FOODS_3_455,136740.0,65,0.021318465070514922,Fast-moving
FOODS_3_516,136559.0,66,0.02164644145621515,Fast-moving
FOODS_1_018,136292.0,67,0.02197441784191538,Fast-moving
FOODS_1_004,132251.0,68,0.02230239422761561,Fast-moving
FOODS_1_043,132220.0,69,0.022630370613315843,Fast-moving
HOUSEHOLD_1_327,130633.0,70,0.022958346999016072,Fast-moving
HOUSEHOLD_1_083,129273.0,71,0.0232863233847163,Fast-moving
FOODS_1_032,127861.0,72,0.02361429977041653,Fast-moving
FOODS_1_046,127854.0,73,0.02394227615611676,Fast-moving
FOODS_3_702,127308.0,74,0.02427025254181699,Fast-moving
FOODS_3_785,127067.0,75,0.02459822892751722,Fast-moving
FOODS_3_499,126000.0,76,0.02492620531321745,Fast-moving
HOUSEHOLD_1_019,125550.0,77,0.025254181698917678,Fast-moving
FOODS_3_086,124231.0,78,0.025582158084617907,Fast-moving
HOBBIES_1_371,124086.0,79,0.025910134470318136,Fast-moving
HOUSEHOLD_1_234,123284.0,80,0.026238110856018366,Fast-moving
FOODS_2_021,123205.0,81,0.026566087241718595,Fast-moving
HOUSEHOLD_1_118,121337.0,82,0.026894063627418825,Fast-moving
FOODS_3_744,120662.0,83,0.027222040013119054,Fast-moving
HOUSEHOLD_1_465,119633.0,84,0.027550016398819287,Fast-moving
HOUSEHOLD_1_418,119476.0,85,0.027877992784519516,Fast-moving
HOUSEHOLD_1_339,116960.0,86,0.028205969170219745,Fast-moving
FOODS_3_741,115129.0,87,0.028533945555919975,Fast-moving
FOODS_3_756,114433.0,88,0.028861921941620204,Fast-moving
HOUSEHOLD_1_447,113484.0,89,0.029189898327320433,Fast-moving
HOUSEHOLD_1_179,113181.0,90,0.029517874713020663,Fast-moving
HOUSEHOLD_1_198,111135.0,91,0.029845851098720892,Fast-moving
HOUSEHOLD_1_351,110897.0,92,0.03017382748442112,Fast-moving
FOODS_3_348,110424.0,93,0.03050180387012135,Fast-moving
FOODS_3_404,110048.0,94,0.03082978025582158,Fast-moving
FOODS_3_444,109137.0,95,0.03115775664152181,Fast-moving
HOUSEHOLD_1_277,108492.0,96,0.03148573302722204,Fast-moving
HOBBIES_1_348,107234.0,97,0.03181370941292227,Fast-moving
FOODS_2_347,107207.0,98,0.0321416857986225,Fast-moving
HOUSEHOLD_1_409,106858.0,99,0.03246966218432273,Fast-moving
FOODS_3_154,102725.0,100,0.032797638570022956,Fast-moving
FOODS_3_454,102575.0,101,0.033125614955723186,Fast-moving
FOODS_3_136,102353.0,102,0.033453591341423415,Fast-moving
FOODS_3_313,101568.0,103,0.033781567727123644,Fast-moving
FOODS_3_245,101399.0,104,0.034109544112823874,Fast-moving
FOODS_3_435,101212.0,105,0.0344375204985241,Fast-moving
FOODS_3_697,100470.0,106,0.03476549688422433,Fast-moving
FOODS_2_019,99979.0,107,0.03509347326992457,Fast-moving
FOODS_3_473,99899.0,108,0.0354214496556248,Fast-moving
FOODS_3_734,99695.0,109,0.03574942604132503,Fast-moving
HOUSEHOLD_1_389,98855.0,110,0.03607740242702526,Fast-moving
HOUSEHOLD_1_151,98309.0,111,0.036405378812725486,Fast-moving
HOUSEHOLD_1_439,97832.0,112,0.036733355198425716,Fast-moving
FOODS_3_446,97302.0,113,0.037061331584125945,Fast-moving
FOODS_3_767,97190.0,114,0.037389307969826174,Fast-moving
HOBBIES_1_268,96490.0,115,0.037717284355526404,Fast-moving
FOODS_2_244,96378.0,116,0.03804526074122663,Fast-moving
FOODS_3_070,96308.0,117,0.03837323712692686,Fast-moving
FOODS_1_096,96007.0,118,0.03870121351262709,Fast-moving
FOODS_3_816,95426.0,119,0.03902918989832732,Fast-moving
FOODS_3_042,94499.0,120,0.03935716628402755,Fast-moving
FOODS_3_524,94366.0,121,0.03968514266972778,Fast-moving
FOODS_3_755,94227.0,122,0.04001311905542801,Fast-moving
FOODS_3_503,93731.0,123,0.04034109544112824,Fast-moving
HOBBIES_1_341,93502.0,124,0.04066907182682847,Fast-moving
FOODS_3_672,91806.0,125,0.0409970482125287,Fast-moving
FOODS_3_800,91749.0,126,0.04132502459822893,Fast-moving
HOBBIES_1_178,91716.0,127,0.041653000983929156,Fast-moving
FOODS_3_133,91206.0,128,0.041980977369629385,Fast-moving
HOBBIES_1_370,91144.0,129,0.042308953755329615,Fast-moving
HOUSEHOLD_1_373,91069.0,130,0.042636930141029844,Fast-moving
FOODS_3_688,89086.0,131,0.04296490652673007,Fast-moving
HOBBIES_1_008,88872.0,132,0.0432928829124303,Fast-moving
HOBBIES_1_254,88641.0,133,0.04362085929813053,Fast-moving
FOODS_1_161,88637.0,134,0.04394883568383076,Fast-moving
FOODS_3_526,87456.0,135,0.04427681206953099,Fast-moving
FOODS_3_574,87135.0,136,0.04460478845523122,Fast-moving
FOODS_3_219,86822.0,137,0.04493276484093145,Fast-moving
FOODS_1_012,86633.0,138,0.045260741226631686,Fast-moving
FOODS_3_468,86494.0,139,0.045588717612331915,Fast-moving
FOODS_3_474,85940.0,140,0.045916693998032145,Fast-moving
HOBBIES_1_015,85637.0,141,0.046244670383732374,Fast-moving
FOODS_2_013,84682.0,142,0.0465726467694326,Fast-moving
FOODS_3_113,84485.0,143,0.04690062315513283,Fast-moving
FOODS_3_413,84391.0,144,0.04722859954083306,Fast-moving
FOODS_2_371,84197.0,145,0.04755657592653329,Fast-moving
FOODS_3_263,83129.0,146,0.04788455231223352,Fast-moving
FOODS_2_325,82843.0,147,0.04821252869793375,Fast-moving
FOODS_3_477,82051.0,148,0.04854050508363398,Fast-moving
HOUSEHOLD_1_535,82024.0,149,0.04886848146933421,Fast-moving
FOODS_2_152,81865.0,150,0.04919645785503444,Fast-moving
FOODS_1_184,81269.0,151,0.04952443424073467,Fast-moving
FOODS_3_570,80798.0,152,0.0498524106264349,Fast-moving
FOODS_3_363,80404.0,153,0.050180387012135126,Fast-moving
HOBBIES_1_256,80107.0,154,0.050508363397835356,Fast-moving
FOODS_3_351,79784.0,155,0.050836339783535585,Fast-moving
HOUSEHOLD_1_514,79703.0,156,0.051164316169235814,Fast-moving
FOODS_3_792,79558.0,157,0.051492292554936044,Fast-moving
FOODS_3_349,78327.0,158,0.05182026894063627,Fast-moving
FOODS_3_064,78304.0,159,0.0521482453263365,Fast-moving
HOBBIES_1_048,77994.0,160,0.05247622171203673,Fast-moving
HOUSEHOLD_1_474,77903.0,161,0.05280419809773696,Fast-moving
FOODS_1_110,77506.0,162,0.05313217448343719,Fast-moving
HOUSEHOLD_1_304,77423.0,163,0.05346015086913742,Fast-moving
FOODS_3_449,77191.0,164,0.05378812725483765,Fast-moving
FOODS_3_227,77139.0,165,0.05411610364053788,Fast-moving
FOODS_3_572,77024.0,166,0.05444408002623811,Fast-moving
HOBBIES_1_404,76126.0,167,0.05477205641193834,Fast-moving
FOODS_3_695,76093.0,168,0.05510003279763857,Fast-moving
HOBBIES_1_278,76015.0,169,0.0554280091833388,Fast-moving
FOODS_3_327,75546.0,170,0.05575598556903903,Fast-moving
FOODS_3_769,75137.0,171,0.05608396195473926,Fast-moving
HOUSEHOLD_1_096,74866.0,172,0.05641193834043949,Fast-moving
FOODS_3_738,74134.0,173,0.05673991472613972,Fast-moving
FOODS_3_704,73910.0,174,0.05706789111183995,Fast-moving
FOODS_3_511,73835.0,175,0.05739586749754018,Fast-moving
HOUSEHOLD_1_051,73778.0,176,0.05772384388324041,Fast-moving
HOUSEHOLD_1_114,73408.0,177,0.05805182026894064,Fast-moving
HOBBIES_1_295,73186.0,178,0.05837979665464087,Fast-moving
HOUSEHOLD_1_294,72936.0,179,0.058707773040341096,Fast-moving
FOODS_3_476,72894.0,180,0.059035749426041326,Fast-moving
FOODS_3_546,72707.0,181,0.059363725811741555,Fast-moving
HOBBIES_1_103,72024.0,182,0.059691702197441784,Fast-moving
FOODS_3_233,71808.0,183,0.060019678583142014,Fast-moving
HOUSEHOLD_1_072,70324.0,184,0.06034765496884224,Fast-moving
HOUSEHOLD_1_191,70060.0,185,0.06067563135454247,Fast-moving
FOODS_3_124,70025.0,186,0.0610036077402427,Fast-moving
FOODS_3_664,69558.0,187,0.06133158412594293,Fast-moving
FOODS_1_082,69360.0,188,0.06165956051164316,Fast-moving
FOODS_2_016,69207.0,189,0.06198753689734339,Fast-moving
FOODS_3_342,69185.0,190,0.06231551328304362,Fast-moving
HOUSEHOLD_1_399,69092.0,191,0.06264348966874385,Fast-moving
HOBBIES_1_244,69024.0,192,0.06297146605444408,Fast-moving
FOODS_3_324,68825.0,193,0.06329944244014431,Fast-moving
FOODS_3_809,68095.0,194,0.06362741882584454,Fast-moving
FOODS_3_469,67993.0,195,0.06395539521154477,Fast-moving
FOODS_1_162,67718.0,196,0.064283371597245,Fast-moving
FOODS_3_789,67678.0,197,0.06461134798294522,Fast-moving
FOODS_3_346,67576.0,198,0.06493932436864545,Fast-moving
FOODS_3_594,67226.0,199,0.06526730075434568,Fast-moving
FOODS_3_231,67196.0,200,0.06559527714004591,Fast-moving
FOODS_3_782,66902.0,201,0.06592325352574614,Fast-moving
FOODS_2_204,66595.0,202,0.06625122991144637,Fast-moving
HOBBIES_1_067,66519.0,203,0.0665792062971466,Fast-moving
HOUSEHOLD_1_040,66496.0,204,0.06690718268284683,Fast-moving
FOODS_1_173,66374.0,205,0.06723515906854706,Fast-moving
FOODS_3_117,65966.0,206,0.06756313545424729,Fast-moving
HOUSEHOLD_1_517,65901.0,207,0.06789111183994752,Fast-moving
HOUSEHOLD_1_414,65699.0,208,0.06821908822564775,Fast-moving
FOODS_1_099,65656.0,209,0.06854706461134798,Fast-moving
FOODS_1_204,65387.0,210,0.0688750409970482,Fast-moving
FOODS_1_019,65346.0,211,0.06920301738274844,Fast-moving
FOODS_1_170,65317.0,212,0.06953099376844867,Fast-moving
FOODS_3_746,65168.0,213,0.0698589701541489,Fast-moving
FOODS_2_222,64861.0,214,0.07018694653984914,Fast-moving
HOBBIES_1_032,64483.0,215,0.07051492292554937,Fast-moving
FOODS_3_101,64230.0,216,0.0708428993112496,Fast-moving
FOODS_3_783,63981.0,217,0.07117087569694983,Fast-moving
FOODS_3_652,63480.0,218,0.07149885208265006,Fast-moving
FOODS_2_164,63372.0,219,0.07182682846835028,Fast-moving
HOBBIES_1_233,63206.0,220,0.07215480485405051,Fast-moving
FOODS_3_054,62834.0,221,0.07248278123975074,Fast-moving
FOODS_3_290,62582.0,222,0.07281075762545097,Fast-moving
HOUSEHOLD_1_247,62438.0,223,0.0731387340111512,Fast-moving
FOODS_3_757,62139.0,224,0.07346671039685143,Fast-moving
FOODS_2_315,61763.0,225,0.07379468678255166,Fast-moving
FOODS_3_107,61555.0,226,0.07412266316825189,Fast-moving
HOBBIES_1_016,60799.0,227,0.07445063955395212,Fast-moving
FOODS_3_682,60558.0,228,0.07477861593965235,Fast-moving
FOODS_3_258,60408.0,229,0.07510659232535258,Fast-moving
FOODS_3_540,60217.0,230,0.07543456871105281,Fast-moving
HOUSEHOLD_1_506,60137.0,231,0.07576254509675304,Fast-moving
FOODS_3_020,60041.0,232,0.07609052148245327,Fast-moving
HOBBIES_1_234,59908.0,233,0.0764184978681535,Fast-moving
FOODS_3_441,59794.0,234,0.07674647425385372,Fast-moving
HOUSEHOLD_1_516,59713.0,235,0.07707445063955395,Fast-moving
FOODS_3_807,59604.0,236,0.07740242702525418,Fast-moving
FOODS_2_380,59402.0,237,0.07773040341095441,Fast-moving
HOUSEHOLD_1_473,59070.0,238,0.07805837979665464,Fast-moving
HOBBIES_1_189,59055.0,239,0.07838635618235487,Fast-moving
FOODS_3_403,59045.0,240,0.0787143325680551,Fast-moving
FOODS_3_822,58903.0,241,0.07904230895375533,Fast-moving
FOODS_3_801,58879.0,242,0.07937028533945556,Fast-moving
HOBBIES_1_312,58877.0,243,0.07969826172515579,Fast-moving
FOODS_3_753,58631.0,244,0.08002623811085602,Fast-moving
HOUSEHOLD_1_173,58400.0,245,0.08035421449655625,Fast-moving
FOODS_3_116,58214.0,246,0.08068219088225648,Fast-moving
FOODS_1_055,58142.0,247,0.0810101672679567,Fast-moving
FOODS_3_407,58127.0,248,0.08133814365365694,Fast-moving
FOODS_3_339,57815.0,249,0.08166612003935717,Fast-moving
HOUSEHOLD_1_319,57377.0,250,0.0819940964250574,Fast-moving
HOBBIES_1_398,56870.0,251,0.08232207281075762,Fast-moving
HOUSEHOLD_1_448,56861.0,252,0.08265004919645785,Fast-moving
FOODS_2_054,56561.0,253,0.08297802558215808,Fast-moving
FOODS_3_787,56448.0,254,0.08330600196785831,Fast-moving
FOODS_3_131,56357.0,255,0.08363397835355854,Fast-moving
HOUSEHOLD_1_416,56350.0,256,0.08396195473925877,Fast-moving
HOBBIES_1_134,56299.0,257,0.084289931124959,Fast-moving
FOODS_2_241,56251.0,258,0.08461790751065923,Fast-moving
HOBBIES_1_381,56159.0,259,0.08494588389635946,Fast-moving
FOODS_3_118,55406.0,260,0.08527386028205969,Fast-moving
FOODS_1_058,55064.0,261,0.08560183666775992,Fast-moving
FOODS_3_039,54688.0,262,0.08592981305346015,Fast-moving
FOODS_1_113,54432.0,263,0.08625778943916038,Fast-moving
HOBBIES_1_019,54258.0,264,0.0865857658248606,Fast-moving
FOODS_2_240,54213.0,265,0.08691374221056083,Fast-moving
FOODS_2_293,54201.0,266,0.08724171859626106,Fast-moving
HOUSEHOLD_1_272,54175.0,267,0.0875696949819613,Fast-moving
FOODS_3_300,54147.0,268,0.08789767136766152,Fast-moving
FOODS_2_183,54138.0,269,0.08822564775336175,Fast-moving
FOODS_3_285,54076.0,270,0.08855362413906198,Fast-moving
FOODS_2_056,53850.0,271,0.08888160052476221,Fast-moving
HOUSEHOLD_1_090,53738.0,272,0.08920957691046244,Fast-moving
HOUSEHOLD_1_254,53490.0,273,0.08953755329616267,Fast-moving
FOODS_2_285,53434.0,274,0.0898655296818629,Fast-moving
FOODS_3_654,53370.0,275,0.09019350606756314,Fast-moving
HOUSEHOLD_1_235,53332.0,276,0.09052148245326337,Fast-moving
FOODS_3_368,53268.0,277,0.0908494588389636,Fast-moving
HOUSEHOLD_1_427,53233.0,278,0.09117743522466383,Fast-moving
HOBBIES_1_417,53220.0,279,0.09150541161036406,Fast-moving
FOODS_1_067,53190.0,280,0.09183338799606429,Fast-moving
FOODS_3_692,53125.0,281,0.09216136438176452,Fast-moving
HOUSEHOLD_1_027,52759.0,282,0.09248934076746475,Fast-moving
FOODS_3_304,52439.0,283,0.09281731715316498,Fast-moving
FOODS_3_634,52438.0,284,0.0931452935388652,Fast-moving
HOUSEHOLD_1_066,52355.0,285,0.09347326992456544,Fast-moving
FOODS_3_305,52124.0,286,0.09380124631026567,Fast-moving
FOODS_3_108,51739.0,287,0.0941292226959659,Fast-moving
FOODS_2_368,51653.0,288,0.09445719908166612,Fast-moving
FOODS_2_294,50991.0,289,0.09478517546736635,Fast-moving
HOBBIES_1_043,50848.0,290,0.09511315185306658,Fast-moving
HOBBIES_1_209,50785.0,291,0.09544112823876681,Fast-moving
FOODS_1_137,50409.0,292,0.09576910462446704,Fast-moving
FOODS_3_134,50409.0,293,0.09609708101016727,Fast-moving
HOUSEHOLD_1_387,50165.0,294,0.0964250573958675,Fast-moving
FOODS_3_079,50155.0,295,0.09675303378156773,Fast-moving
FOODS_1_217,50153.0,296,0.09708101016726796,Fast-moving
FOODS_3_399,50152.0,297,0.09740898655296819,Fast-moving
FOODS_3_230,49465.0,298,0.09773696293866842,Fast-moving
FOODS_2_065,48923.0,299,0.09806493932436865,Fast-moving
FOODS_3_460,48803.0,300,0.09839291571006888,Fast-moving
HOUSEHOLD_1_494,48781.0,301,0.0987208920957691,Fast-moving
FOODS_1_086,48776.0,302,0.09904886848146933,Fast-moving
FOODS_3_259,48686.0,303,0.09937684486716956,Fast-moving
FOODS_3_076,48193.0,304,0.0997048212528698,Fast-moving
FOODS_3_459,48009.0,305,0.10003279763857002,Fast-moving
FOODS_3_355,47919.0,306,0.10036077402427025,Fast-moving
HOBBIES_1_319,47894.0,307,0.10068875040997048,Fast-moving
FOODS_2_364,47756.0,308,0.10101672679567071,Fast-moving
FOODS_3_393,47422.0,309,0.10134470318137094,Fast-moving
FOODS_1_042,47236.0,310,0.10167267956707117,Fast-moving
FOODS_3_530,47230.0,311,0.1020006559527714,Fast-moving
FOODS_3_614,46942.0,312,0.10232863233847163,Fast-moving
HOUSEHOLD_1_379,46830.0,313,0.10265660872417186,Fast-moving
FOODS_2_166,46463.0,314,0.10298458510987209,Fast-moving
FOODS_3_135,46455.0,315,0.10331256149557232,Fast-moving
FOODS_3_475,46148.0,316,0.10364053788127255,Fast-moving
HOUSEHOLD_1_366,46002.0,317,0.10396851426697278,Fast-moving
FOODS_3_201,45817.0,318,0.104296490652673,Fast-moving
HOBBIES_1_288,45726.0,319,0.10462446703837323,Fast-moving
FOODS_3_628,45415.0,320,0.10495244342407346,Fast-moving
HOUSEHOLD_1_214,45408.0,321,0.10528041980977369,Fast-moving
FOODS_2_398,45329.0,322,0.10560839619547392,Fast-moving
HOBBIES_1_169,45245.0,323,0.10593637258117415,Fast-moving
HOUSEHOLD_1_149,45169.0,324,0.10626434896687438,Fast-moving
FOODS_3_326,45048.0,325,0.10659232535257461,Fast-moving
FOODS_2_322,44964.0,326,0.10692030173827484,Fast-moving
FOODS_2_063,44949.0,327,0.10724827812397507,Fast-moving
HOUSEHOLD_1_262,44858.0,328,0.1075762545096753,Fast-moving
FOODS_3_093,44612.0,329,0.10790423089537553,Fast-moving
HOUSEHOLD_1_243,44570.0,330,0.10823220728107576,Fast-moving
FOODS_3_127,44325.0,331,0.10856018366677599,Fast-moving
FOODS_3_578,44205.0,332,0.10888816005247622,Fast-moving
FOODS_3_274,43997.0,333,0.10921613643817644,Fast-moving
FOODS_3_156,43695.0,334,0.10954411282387667,Fast-moving
FOODS_3_132,43381.0,335,0.1098720892095769,Fast-moving
HOUSEHOLD_1_045,43221.0,336,0.11020006559527715,Fast-moving
FOODS_2_233,43049.0,337,0.11052804198097738,Fast-moving
FOODS_3_655,43043.0,338,0.1108560183666776,Fast-moving
FOODS_2_175,42976.0,339,0.11118399475237783,Fast-moving
HOBBIES_1_286,42975.0,340,0.11151197113807806,Fast-moving
FOODS_3_727,42864.0,341,0.1118399475237783,Fast-moving
FOODS_3_195,42845.0,342,0.11216792390947852,Fast-moving
HOUSEHOLD_1_434,42748.0,343,0.11249590029517875,Fast-moving
FOODS_3_148,41963.0,344,0.11282387668087898,Fast-moving
FOODS_3_121,41928.0,345,0.11315185306657921,Fast-moving
FOODS_1_219,41786.0,346,0.11347982945227944,Fast-moving
HOUSEHOLD_1_196,41713.0,347,0.11380780583797967,Fast-moving
FOODS_3_772,41565.0,348,0.1141357822236799,Fast-moving
HOUSEHOLD_1_236,41526.0,349,0.11446375860938013,Fast-moving
HOUSEHOLD_1_169,41433.0,350,0.11479173499508036,Fast-moving
FOODS_2_199,41399.0,351,0.11511971138078059,Fast-moving
HOBBIES_1_387,41341.0,352,0.11544768776648082,Fast-moving
HOUSEHOLD_1_441,41275.0,353,0.11577566415218105,Fast-moving
FOODS_2_349,41196.0,354,0.11610364053788128,Fast-moving
FOODS_3_383,41110.0,355,0.1164316169235815,Fast-moving
HOBBIES_1_147,41092.0,356,0.11675959330928173,Fast-moving
HOBBIES_1_337,41079.0,357,0.11708756969498196,Fast-moving
FOODS_3_178,40960.0,358,0.11741554608068219,Fast-moving
FOODS_3_562,40935.0,359,0.11774352246638242,Fast-moving
HOUSEHOLD_1_498,40896.0,360,0.11807149885208265,Fast-moving
FOODS_1_061,40852.0,361,0.11839947523778288,Fast-moving
FOODS_3_077,40726.0,362,0.11872745162348311,Fast-moving
FOODS_3_332,40652.0,363,0.11905542800918334,Fast-moving
HOUSEHOLD_1_410,40648.0,364,0.11938340439488357,Fast-moving
HOUSEHOLD_1_503,40613.0,365,0.1197113807805838,Fast-moving
FOODS_3_814,40518.0,366,0.12003935716628403,Fast-moving
HOUSEHOLD_1_055,40494.0,367,0.12036733355198426,Fast-moving
FOODS_3_257,40397.0,368,0.12069530993768449,Fast-moving
HOUSEHOLD_1_425,40364.0,369,0.12102328632338472,Fast-moving
FOODS_3_534,40338.0,370,0.12135126270908494,Fast-moving
FOODS_1_087,39912.0,371,0.12167923909478517,Fast-moving
FOODS_3_598,39863.0,372,0.1220072154804854,Fast-moving
HOUSEHOLD_1_462,39826.0,373,0.12233519186618563,Fast-moving
HOUSEHOLD_1_177,39795.0,374,0.12266316825188586,Fast-moving
FOODS_2_036,39668.0,375,0.12299114463758609,Fast-moving
HOBBIES_1_004,39623.0,376,0.12331912102328632,Fast-moving
HOUSEHOLD_1_075,39576.0,377,0.12364709740898655,Fast-moving
HOUSEHOLD_1_186,39491.0,378,0.12397507379468678,Fast-moving
HOUSEHOLD_1_344,39461.0,379,0.12430305018038701,Fast-moving
FOODS_3_087,39358.0,380,0.12463102656608724,Fast-moving
HOUSEHOLD_1_429,39195.0,381,0.12495900295178747,Fast-moving
FOODS_3_191,39172.0,382,0.1252869793374877,Fast-moving
FOODS_2_080,39102.0,383,0.12561495572318793,Fast-moving
FOODS_3_144,38920.0,384,0.12594293210888816,Fast-moving
FOODS_3_215,38874.0,385,0.12627090849458839,Fast-moving
HOUSEHOLD_1_147,38752.0,386,0.12659888488028861,Fast-moving
FOODS_3_037,38727.0,387,0.12692686126598884,Fast-moving
FOODS_3_819,38669.0,388,0.12725483765168907,Fast-moving
HOBBIES_1_080,38636.0,389,0.1275828140373893,Fast-moving
HOUSEHOLD_1_321,38449.0,390,0.12791079042308953,Fast-moving
FOODS_2_299,38437.0,391,0.12823876680878976,Fast-moving
FOODS_3_224,38420.0,392,0.12856674319449,Fast-moving
FOODS_1_129,38383.0,393,0.12889471958019022,Fast-moving
HOUSEHOLD_1_225,38328.0,394,0.12922269596589045,Fast-moving
HOUSEHOLD_1_086,38239.0,395,0.12955067235159068,Fast-moving
FOODS_3_184,38206.0,396,0.1298786487372909,Fast-moving
FOODS_2_061,38144.0,397,0.13020662512299114,Fast-moving
HOBBIES_1_014,38132.0,398,0.13053460150869137,Fast-moving
FOODS_1_154,38115.0,399,0.1308625778943916,Fast-moving
FOODS_3_636,38031.0,400,0.13119055428009183,Fast-moving
FOODS_2_194,37840.0,401,0.13151853066579205,Fast-moving
FOODS_3_732,37560.0,402,0.13184650705149228,Fast-moving
FOODS_3_089,37465.0,403,0.1321744834371925,Fast-moving
FOODS_3_203,37408.0,404,0.13250245982289274,Fast-moving
FOODS_3_674,37402.0,405,0.13283043620859297,Fast-moving
HOUSEHOLD_2_176,37354.0,406,0.1331584125942932,Fast-moving
FOODS_1_104,37304.0,407,0.13348638897999343,Fast-moving
FOODS_1_027,37226.0,408,0.13381436536569366,Fast-moving
FOODS_3_508,37186.0,409,0.1341423417513939,Fast-moving
FOODS_1_200,37177.0,410,0.13447031813709412,Fast-moving
HOUSEHOLD_1_048,37007.0,411,0.13479829452279435,Fast-moving
FOODS_3_151,37001.0,412,0.13512627090849458,Fast-moving
HOUSEHOLD_1_071,36990.0,413,0.1354542472941948,Fast-moving
HOUSEHOLD_1_445,36665.0,414,0.13578222367989504,Fast-moving
HOUSEHOLD_1_540,36604.0,415,0.13611020006559527,Fast-moving
FOODS_3_217,36574.0,416,0.1364381764512955,Fast-moving
HOUSEHOLD_1_007,36556.0,417,0.13676615283699572,Fast-moving
FOODS_3_818,36482.0,418,0.13709412922269595,Fast-moving
FOODS_3_059,36444.0,419,0.13742210560839618,Fast-moving
