item_id,total_demand,total_revenue,avg_price,movement_type
FOODS_2_082,33048.0,195740.61999999813,5.936197242206103,Fast-moving
FOODS_2_173,22161.0,195299.5199999987,8.721994283201253,Medium
FOODS_3_462,194512.0,194512.0,1.0,Fast-moving
HOUSEHOLD_1_416,56350.0,194355.9999999991,3.5250213821867864,Fast-moving
FOODS_3_534,40338.0,192091.10999999897,4.787300417461247,Fast-moving
FOODS_3_800,91749.0,189193.26000000013,2.1370728298566073,Fast-moving
HOUSEHOLD_1_086,38239.0,188589.09999999977,4.928401732315995,Fast-moving
FOODS_2_285,53434.0,188434.19999999838,3.5795177743430946,Fast-moving
HOUSEHOLD_1_490,14997.0,188346.89999999886,12.671456465739107,Medium
FOODS_2_152,81865.0,187124.4000000013,2.3121940645161434,Fast-moving
HOUSEHOLD_2_176,37354.0,185665.8799999995,4.971623460289668,Fast-moving
HOBBIES_1_275,14904.0,185522.24000000005,12.602677530378534,Medium
FOODS_3_313,101568.0,185177.48000000004,1.880868206377802,Fast-moving
FOODS_2_233,43049.0,185003.27999999904,4.332778964667165,Fast-moving
HOBBIES_1_235,14371.0,184531.0199999982,12.809408287262272,Medium
HOUSEHOLD_1_005,18393.0,184441.21999999927,10.044387496032858,Medium
HOUSEHOLD_1_014,10265.0,184380.16999999943,17.957330398757,Medium
HOBBIES_1_037,14259.0,183772.14000000004,12.917501473187926,Medium
HOUSEHOLD_1_235,53332.0,183319.30999999918,3.516029942662978,Fast-moving
FOODS_2_131,30307.0,182127.4499999992,6.0365537006519165,Fast-moving
FOODS_3_540,60217.0,181451.6599999997,3.0248571884474424,Fast-moving
FOODS_3_628,45415.0,180933.0999999981,3.9831014940751635,Fast-moving
HOUSEHOLD_1_259,19466.0,180664.92999999854,9.682544049458894,Medium
FOODS_1_023,31165.0,180245.0500000002,6.048118442112785,Fast-moving
FOODS_3_233,71808.0,179890.44000000003,2.49183148291591,Fast-moving
HOBBIES_1_004,39623.0,179046.56000000023,4.5004943913585675,Fast-moving
FOODS_2_164,63372.0,177990.47999999986,2.791143122676543,Fast-moving
FOODS_1_180,18384.0,176690.8000000001,9.6012213700901,Medium
FOODS_3_399,50152.0,175758.56000000006,3.503402760351315,Fast-moving
FOODS_3_230,49465.0,175483.71999999965,3.5498665291860494,Fast-moving
HOBBIES_1_055,20651.0,174918.1699999984,8.464610082087752,Medium
HOBBIES_1_323,35343.0,174777.4199999984,5.071491681306063,Fast-moving
HOBBIES_1_087,14119.0,174567.0,12.584733398986991,Medium
FOODS_3_242,18437.0,174258.80000000016,9.62430511905405,Medium
FOODS_3_407,58127.0,173589.59999999782,2.9847171561051127,Fast-moving
FOODS_3_782,66902.0,173267.2000000006,2.5981267387944027,Fast-moving
FOODS_3_526,87456.0,173160.6399999983,1.9797691911386037,Fast-moving
FOODS_2_059,29029.0,171855.09999999858,5.937032737546706,Fast-moving
FOODS_3_305,52124.0,170636.42000000025,3.518238021638304,Fast-moving
HOBBIES_1_153,27675.0,170445.07999999984,6.178944250436543,Fast-moving
HOUSEHOLD_1_100,21158.0,170206.84999999907,8.031352856258978,Medium
HOUSEHOLD_1_334,174036.0,169936.01999999952,0.976372636644909,Fast-moving
FOODS_2_282,24391.0,169235.18999999895,6.951482613908809,Medium
HOUSEHOLD_1_459,173054.0,169055.71999999962,0.976374381528326,Fast-moving
HOUSEHOLD_1_410,40648.0,168775.49999999983,4.264401896613912,Fast-moving
FOODS_1_217,50153.0,168609.5000000008,3.3244389489953705,Fast-moving
HOUSEHOLD_1_486,9314.0,167932.37000000005,18.059373761104037,Medium
FOODS_3_156,43695.0,167847.78999999995,3.867128507478999,Fast-moving
HOUSEHOLD_1_184,13993.0,167525.8299999997,12.023955177743233,Medium
HOUSEHOLD_1_434,42748.0,167483.79999999935,3.927037094281254,Fast-moving
FOODS_3_295,205086.0,167170.85,0.8155507470375867,Fast-moving
FOODS_3_203,37408.0,166779.6199999979,4.479505409582596,Fast-moving
FOODS_3_688,89086.0,166459.18,1.870310327066746,Fast-moving
FOODS_3_393,47422.0,166231.64,3.503454817773337,Fast-moving
HOBBIES_1_297,11173.0,165883.25999999978,14.883552083333182,Medium
FOODS_3_501,202850.0,165403.01000000004,0.8159077794950831,Fast-moving
HOUSEHOLD_1_438,22606.0,164642.389999998,7.333729005666981,Medium
HOBBIES_1_226,11237.0,164355.35999999888,14.757038602277813,Medium
HOUSEHOLD_1_205,27476.0,163733.84999999971,5.9585652359727375,Fast-moving
FOODS_2_222,64861.0,163405.49999999983,2.5121243820305184,Fast-moving
FOODS_3_757,62139.0,162908.51999999984,2.580709680746788,Fast-moving
FOODS_2_371,84197.0,162650.15000000017,1.936574551453914,Fast-moving
HOUSEHOLD_1_457,16043.0,161744.70999999964,10.058292188651482,Medium
FOODS_3_734,99695.0,161643.96000000008,1.6304700103412524,Fast-moving
FOODS_2_013,84682.0,160684.53000000012,1.934593508500779,Fast-moving
FOODS_3_474,85940.0,160615.07,1.867628188097811,Fast-moving
HOUSEHOLD_1_304,77423.0,160574.3399999995,2.0904158964879804,Fast-moving
HOBBIES_1_089,20007.0,160539.22999999986,8.042279121816078,Medium
FOODS_3_370,23355.0,160352.39999999976,6.793758635895944,Medium
HOBBIES_1_098,10968.0,160293.9399999991,14.790193199381577,Medium
HOUSEHOLD_1_412,8859.0,160134.56,18.090327631197287,Medium
HOUSEHOLD_2_336,17497.0,159818.70000000007,9.15708801981212,Medium
FOODS_2_318,31645.0,159722.91999999978,5.063827412462514,Fast-moving
HOUSEHOLD_1_342,8908.0,159715.8399999999,17.91505050505051,Medium
HOUSEHOLD_1_343,32321.0,159307.54999999993,4.932148640982055,Fast-moving
FOODS_3_727,42864.0,159279.92999999877,3.818502318392558,Fast-moving
HOUSEHOLD_1_055,40494.0,159268.53999999858,3.927990211231308,Fast-moving
HOUSEHOLD_1_449,10509.0,158768.1099999997,15.125249576988152,Medium
FOODS_2_251,20580.0,158419.28999999983,7.628936450839293,Medium
HOUSEHOLD_1_090,53738.0,158079.49999999942,2.9292692911237195,Fast-moving
HOUSEHOLD_1_292,23665.0,157239.6999999985,6.622387655657686,Medium
HOUSEHOLD_1_066,52355.0,157078.48000000019,3.0298157591709294,Fast-moving
HOBBIES_1_225,5330.0,156903.94999999914,29.68285242213269,Medium
FOODS_3_127,44325.0,156597.09999999966,3.517816826411106,Fast-moving
FOODS_2_103,22234.0,156223.68999999895,7.058367750567026,Medium
FOODS_3_298,8321.0,156123.46999999936,18.80315672834071,Medium
HOBBIES_1_324,10458.0,155331.29999999993,14.898549677419206,Medium
HOUSEHOLD_1_171,17315.0,155288.06999999945,8.9651197566028,Medium
FOODS_2_315,61763.0,154750.25999999995,2.498672479620255,Fast-moving
HOBBIES_1_029,18454.0,154524.89999999863,8.44771551500677,Medium
FOODS_3_741,115129.0,154112.38,1.3242891082835981,Fast-moving
HOUSEHOLD_1_127,19299.0,154002.01999999897,7.978355842630434,Medium
FOODS_3_257,40397.0,153975.57999999914,3.908722416993175,Fast-moving
HOBBIES_1_258,13521.0,153760.73000000013,11.4754411309464,Medium
FOODS_3_449,77191.0,152838.17999999836,1.9800000000000153,Fast-moving
FOODS_3_107,61555.0,152233.92999999854,2.5109687564446417,Fast-moving
FOODS_3_042,94499.0,151769.82000000015,1.600633673736603,Fast-moving
FOODS_2_018,21529.0,151621.82999999906,7.080746920224712,Medium
FOODS_2_054,56561.0,151217.95999999985,2.706616119402951,Fast-moving
HOBBIES_1_338,17977.0,151131.54999999874,8.458746515175196,Medium
HOBBIES_1_337,41079.0,150759.93000000156,3.6700164863472957,Fast-moving
FOODS_3_139,30343.0,150379.65999999864,4.950815482262144,Fast-moving
HOUSEHOLD_1_387,50165.0,148591.00999999949,2.958839258114316,Fast-moving
HOUSEHOLD_1_521,154796.0,147771.88999999984,0.9574945904173329,Fast-moving
FOODS_1_085,151147.0,147740.79999999946,0.9764100978877026,Fast-moving
FOODS_3_678,29855.0,147402.53999999873,4.931792648892506,Fast-moving
HOBBIES_1_241,7034.0,147077.3999999999,21.187079156584954,Medium
FOODS_1_194,31618.0,147073.489999999,4.706383274901908,Fast-moving
FOODS_3_493,20414.0,146449.7299999986,7.24578437117115,Medium
HOUSEHOLD_1_102,8139.0,146043.78,17.915649374767867,Medium
HOUSEHOLD_2_348,22517.0,145795.33000000074,6.472087265975583,Medium
HOUSEHOLD_1_294,72936.0,145242.33999999997,1.984565410083946,Fast-moving
FOODS_3_224,38420.0,144576.3399999991,3.8919824832560352,Fast-moving
HOUSEHOLD_1_303,150681.0,144213.83999999973,0.9577480835871273,Fast-moving
FOODS_3_664,69558.0,143999.6100000001,2.137805546931584,Fast-moving
FOODS_1_088,29972.0,143339.96999999936,4.8671117980421315,Fast-moving
FOODS_1_110,77506.0,142383.3400000001,1.8430333291723908,Fast-moving
FOODS_2_184,29897.0,141123.5399999996,4.869341732283464,Fast-moving
FOODS_3_307,35332.0,140636.85999999946,3.9904183813443166,Fast-moving
HOUSEHOLD_1_016,28946.0,140500.69000000026,4.850857290056719,Fast-moving
FOODS_2_022,19987.0,140478.3899999991,7.055317446307583,Medium
FOODS_3_109,140475.0,140474.28,0.9999567233384853,Fast-moving
FOODS_1_150,28907.0,138715.59999999957,4.866321998969488,Fast-moving
FOODS_2_104,19825.0,138373.07999999923,7.15497799241952,Medium
HOBBIES_1_361,4700.0,138166.2699999995,29.677423890880497,Medium
FOODS_2_036,39668.0,137484.5499999995,3.4625126889992743,Fast-moving
HOUSEHOLD_1_197,27945.0,135958.0299999999,4.86414167954666,Fast-moving
FOODS_3_533,27236.0,135537.45999999842,4.971553838227589,Fast-moving
FOODS_3_330,34012.0,135472.18999999898,3.993508182738907,Fast-moving
FOODS_3_117,65966.0,134978.09000000003,2.136967542503854,Fast-moving
HOUSEHOLD_1_290,13686.0,134912.7700000007,9.863991430276164,Medium
HOBBIES_1_228,19631.0,134864.9699999993,6.8699999999999255,Medium
FOODS_3_578,44205.0,134359.85000000006,3.0859545298754743,Fast-moving
FOODS_3_346,67576.0,133800.47999999856,1.9800000000000155,Fast-moving
FOODS_3_570,80798.0,133611.17999999996,1.6164867841409718,Fast-moving
FOODS_3_636,38031.0,133285.74,3.504087320923883,Fast-moving
FOODS_3_535,21692.0,133096.45999999862,6.156107161256944,Medium
FOODS_3_463,22207.0,132996.57999999958,6.04484214927866,Medium
FOODS_1_018,136292.0,132856.3399999995,0.9747872230809018,Fast-moving
FOODS_2_241,56251.0,132124.10000000027,2.3400351493849167,Fast-moving
FOODS_3_730,27345.0,131623.4999999985,4.81403400309107,Fast-moving
HOBBIES_1_374,7527.0,131571.95999999924,17.479999999999706,Medium
HOUSEHOLD_1_268,15780.0,131544.74999999936,8.337140131986057,Medium
FOODS_1_173,66374.0,131452.10999999993,1.9773833943204815,Fast-moving
FOODS_3_435,101212.0,131200.96999999974,1.3174456465739373,Fast-moving
FOODS_2_326,138515.0,130920.84000000003,0.9505932700199341,Fast-moving
FOODS_3_086,124231.0,130321.26999999999,1.092516961031679,Fast-moving
FOODS_3_477,82051.0,130076.4799999995,1.5919319938176322,Fast-moving
HOUSEHOLD_1_029,18741.0,129851.65999999976,6.960085550517517,Medium
FOODS_1_178,14037.0,129645.30999999888,9.268199896960066,Medium
FOODS_3_432,35368.0,129623.14999999912,3.8949433281813306,Fast-moving
FOODS_2_322,44964.0,129521.0899999998,2.872084776119357,Fast-moving
FOODS_3_265,32740.0,128870.09999999832,3.9462315550510234,Fast-moving
FOODS_3_746,65168.0,128648.08999999923,1.9658918083462358,Fast-moving
HOUSEHOLD_1_162,22821.0,128225.54000000018,5.63283303225815,Medium
HOUSEHOLD_1_498,40896.0,128127.40000000029,3.155659414312311,Fast-moving
FOODS_2_060,17766.0,127895.73999999874,7.2679549374128625,Medium
HOBBIES_1_367,15347.0,127682.62000000109,8.36760569189535,Medium
HOUSEHOLD_1_477,9784.0,127589.11999999957,13.051481441979321,Medium
HOUSEHOLD_1_324,21636.0,127345.7599999998,5.907595054095878,Medium
FOODS_2_352,12191.0,127124.26999999965,10.695205531112252,Medium
HOBBIES_1_201,23243.0,126937.7499999984,5.5033896117305305,Medium
FOODS_2_364,47756.0,126915.51999999928,2.659248326959821,Fast-moving
FOODS_3_067,32144.0,126668.2199999984,3.9460870911154124,Fast-moving
HOUSEHOLD_1_083,129273.0,126423.01999999948,0.9771633622470212,Fast-moving
HOUSEHOLD_2_437,16286.0,126134.7200000002,7.728084610604822,Medium
HOBBIES_1_179,18355.0,126096.81999999922,6.869180412965666,Medium
FOODS_3_651,28954.0,125684.40000000007,4.3107753735188,Fast-moving
FOODS_1_104,37304.0,125621.33999999978,3.325690365790836,Fast-moving
HOBBIES_1_166,11257.0,125334.85999999932,11.195461003189074,Medium
FOODS_3_115,29715.0,125190.92999999966,4.262734672849033,Fast-moving
FOODS_2_078,12596.0,125002.14000000016,9.91856865513602,Medium
HOUSEHOLD_1_327,130633.0,124953.12999999976,0.9570692864529692,Fast-moving
FOODS_3_121,41928.0,124907.71999999923,2.9783545108005236,Fast-moving
FOODS_1_046,127854.0,124864.11999999903,0.9764173106646217,Fast-moving
FOODS_3_349,78327.0,124754.45999999979,1.5729755419033524,Fast-moving
FOODS_1_032,127861.0,124738.3399999995,0.9758186501803351,Fast-moving
FOODS_1_162,67718.0,124441.76000000029,1.857026027592097,Fast-moving
FOODS_3_676,17367.0,124394.17999999892,7.243857932794344,Medium
FOODS_3_505,35794.0,124018.93999999932,3.4706715442905485,Fast-moving
HOUSEHOLD_2_037,11300.0,123948.95000000065,10.926753079420946,Medium
FOODS_3_054,62834.0,123773.86000000007,2.026223627598367,Fast-moving
HOUSEHOLD_1_473,59070.0,123139.97999999986,2.090556069008005,Fast-moving
HOUSEHOLD_1_169,41433.0,122834.43999999952,2.9600690264066487,Fast-moving
HOUSEHOLD_1_019,125550.0,122664.45999999986,0.9763625722941476,Fast-moving
FOODS_2_063,44949.0,122637.24000000082,2.7627884714892192,Fast-moving
FOODS_3_787,56448.0,122400.03999999909,2.2320038131553996,Fast-moving
FOODS_3_126,34555.0,122322.89999999995,3.5346617396248328,Fast-moving
FOODS_2_141,17385.0,121933.44999999924,7.082114005735993,Medium
HOUSEHOLD_1_018,12132.0,120987.53999999986,10.055634634306296,Medium
HOUSEHOLD_1_408,21641.0,120674.31999999908,5.575443390389602,Medium
HOBBIES_1_085,8132.0,119704.15999999995,14.723961134861886,Medium
HOUSEHOLD_1_234,123284.0,119585.47999999984,0.9700000000000208,Fast-moving
HOUSEHOLD_1_186,39491.0,119360.9999999997,3.118838839354673,Fast-moving
FOODS_2_128,151901.0,119329.46000000004,0.8308929097660344,Fast-moving
FOODS_1_152,14977.0,118390.48999999928,7.98133948358481,Medium
HOUSEHOLD_1_042,11572.0,118322.54999999986,10.326125784174028,Medium
HOUSEHOLD_1_519,24368.0,118265.93000000043,4.858548145855943,Medium
HOUSEHOLD_1_513,11542.0,118068.10999999987,10.339082186725552,Medium
HOUSEHOLD_2_421,24611.0,118052.60000000021,4.825221535291144,Medium
FOODS_3_807,59604.0,118011.11999999912,1.97988459556931,Fast-moving
